id,language,reference,generated,generated_rci,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score
2,python,"def is_datatype(cls, value: Any, datatype: str) -> bool:
    t = cls.get_type(datatype)
    if t is None:
        raise DatatypesException(f""Unsupported datatype: {datatype}"")
    return t[1](value)","from typing import Any

def is_datatype(cls, value: Any, datatype: str) -> bool:
    if datatype == ""int"":
        return isinstance(value, int)
    elif datatype == ""float"":
        return isinstance(value, float)
    elif datatype == ""str"":
        return isinstance(value, str)
    elif datatype == ""bool"":
        return isinstance(value, bool)
    elif datatype == ""list"":
        return isinstance(value, list)
    elif datatype == ""tuple"":
        return isinstance(value, tuple)
    elif datatype == ""dict"":
        return isinstance(value, dict)
    elif datatype == ""set"":
        return isinstance(value, set)
    else:
        return False","from typing import Any

def is_datatype(cls, value: Any, datatype: str) -> bool:
    if datatype == ""int"":
        return isinstance(value, int)
    elif datatype == ""float"":
        return isinstance(value, float)
    elif datatype == ""str"":
        return isinstance(value, str)
    elif datatype == ""bool"":
        return isinstance(value, bool)
    elif datatype == ""list"":
        return isinstance(value, list)
    elif datatype == ""tuple"":
        return isinstance(value, tuple)
    elif datatype == ""dict"":
        return isinstance(value, dict)
    elif datatype == ""set"":
        return isinstance(value, set)
    else:
        return False",37.1611529750151,9.74150876536819,35.826180057769115,23.076923076923077,80.0
3,python,"def is_xintx(value: Any, signed: bool, bits: int):
    values = [value]
    if isinstance(value, list):
        values = value

    for v in values:
        if not isinstance(v, int):
            return False
        if not signed and v < 0:
            return False
        max = 2**bits - 1
        min = 0
        if signed:
            max = 2 ** (bits - 1) - 1
            min = -(2 ** (bits - 1))
        if not (v <= max and v >= min):
            return False
    return True","from typing import Any

def is_xintx(value: Any, signed: bool, bits: int):
    if isinstance(value, list):
        for v in value:
            if not is_xintx(v, signed, bits):
                return False
        return True
    elif isinstance(value, int):
        if signed:
            if value < -(2**(bits-1)) or value > 2**(bits-1)-1:
                return False
        else:
            if value < 0 or value > 2**bits-1:
                return False
        return True
    else:
        return False","from typing import Any

def is_xintx(value: Any, signed: bool, bits: int):
    if isinstance(value, list):
        for v in value:
            if not is_xintx(v, signed, bits):
                return False
        return True
    elif isinstance(value, int):
        if signed:
            if value < -(2**(bits-1)) or value > 2**(bits-1)-1:
                return False
        else:
            if value < 0 or value > 2**bits-1:
                return False
        return True
    else:
        return False",30.26505092292469,16.671973698980285,18.931344535833023,47.61904761904761,37.83783783783784
4,python,"def get_type(cls, datatype: str) -> tuple[str, Callable, list[str]] | None:
        for t in cls.types:
            if datatype == t[0]:
                return t
        return None","def get_type(cls, datatype: str) -> tuple[str, Callable, list[str]] | None:
    for type_name, type_func, type_args in cls._type_definitions:
        if type_name == datatype:
            return type_name, type_func, type_args
    return None","def get_type(cls, datatype: str) -> tuple[str, Callable, list[str]] | None:
    for type_name, type_func, type_args in cls._type_definitions:
        if type_name == datatype:
            return type_name, type_func, type_args
    return None",60.865774346132895,44.012943788324186,54.669008815062604,62.96296296296296,81.81818181818183
5,python,"def get_fqn_namespaced_datatypes(fqn: str | None = None) -> dict[str, str]:
    if not fqn:
        return {}
    fqn_namespaced_datatypes = {}
    for t in dynamic_datatypes:
        if fqn.startswith(t):
            continue

        if fqn.startswith(""."".join(t.split(""."")[:-1])):
            fqn_namespaced_datatypes[(t.split(""."")[-1])] = t

    if fqn_namespaced_datatypes:
        log.debug(f""Namespaced datatypes, {fqn=}, {fqn_namespaced_datatypes=}"")
    return fqn_namespaced_datatypes","```python
def get_fqn_namespaced_datatypes(fqn: str | None = None) -> dict[str, str]:
    if fqn is None:
        fqn = get_fqn()
    fqn_parts = fqn.split(""."")
    fqn_parts.pop()
    fqn_parts.reverse()
    fqn_parts.pop()
    fqn_parts.reverse()
    fqn_parts_str = ""."".join(fqn_parts)
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts","```python
def get_fqn_namespaced_datatypes(fqn: str | None = None) -> dict[str, str]:
    if fqn is None:
        fqn = get_fqn()
    fqn_parts = fqn.split(""."")
    fqn_parts.pop()
    fqn_parts.reverse()
    fqn_parts.pop()
    fqn_parts.reverse()
    fqn_parts_str = ""."".join(fqn_parts)
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts_str.replace(""::"", ""."")
    fqn_parts_str = fqn_parts",27.202154881158556,6.2452430777240115,25.885135706169482,35.9375,40.74074074074074
7,python,"def get_apigear_datatype(t: str) -> typing.Optional[ApiGearType]:
    is_array = False
    apigear_type = None
    if t.endswith(""[]""):
        is_array = True
        t = t[0:-2]

    if t in [""int8"", ""int16"", ""int32"", ""uint8"", ""uint16"", ""uint32""]:
        apigear_type = ApiGearType(ApiGearBasicType.INT32.value)
    elif t in [""int64"", ""uint64""]:
        apigear_type = ApiGearType(ApiGearBasicType.INT64.value)
    elif t == ""float"":
        apigear_type = ApiGearType(ApiGearBasicType.FLOAT32.value)
    elif t == ""double"":
        apigear_type = ApiGearType(ApiGearBasicType.FLOAT64.value)
    elif t == ""boolean"":
        apigear_type = ApiGearType(ApiGearBasicType.BOOL.value)
    elif t == ""string"":
        apigear_type = ApiGearType(ApiGearBasicType.STRING.value)
    else:
        apigear_type = ApiGearType(t.replace(""."", ""_""))

    if is_array and apigear_type is not None:
        apigear_type.is_array = True

    return apigear_type","import typing
from dataclasses import dataclass
from enum import Enum

class ApiGearType(Enum):
    STRING = ""string""
    INTEGER = ""integer""
    BOOLEAN = ""boolean""
    FLOAT = ""float""
    ARRAY = ""array""
    OBJECT = ""object""
    ANY = ""any""

@dataclass
class ApiGearType:
    type: str
    description: str = """"
    items: typing.Optional[ApiGearType] = None
    properties: typing.Optional[typing.Dict[str, ApiGearType]] = None
    additional_properties: bool = False

def get_apigear_datatype(t: str) -> typing.Optional[ApiGearType]:
    if t == ""string"":
        return ApiGearType(type=""string"")
    elif t == ""integer"":
        return ApiGearType(type=""integer"")
    elif t == ""boolean"":
        return ApiGearType(type=""boolean"")
    elif t == ""float"":
        return ApiGearType(type=""float"")
    elif t == ""array"":
        return ApiGearType(type=""array"")
    elif t == ""object"":
        return ApiGearType(type=""object"")
    elif t == ""any"":
        return ApiGearType(type=""any"")
    else:
        return None","import typing
from dataclasses import dataclass
from enum import Enum

class ApiGearType(Enum):
    STRING = ""string""
    INTEGER = ""integer""
    BOOLEAN = ""boolean""
    FLOAT = ""float""
    ARRAY = ""array""
    OBJECT = ""object""
    ANY = ""any""

@dataclass
class ApiGearType:
    type: str
    description: str = """"
    items: typing.Optional[ApiGearType] = None
    properties: typing.Optional[typing.Dict[str, ApiGearType]] = None
    additional_properties: bool = False

def get_apigear_datatype(t: str) -> typing.Optional[ApiGearType]:
    if t == ""string"":
        return ApiGearType(type=""string"")
    elif t == ""integer"":
        return ApiGearType(type=""integer"")
    elif t == ""boolean"":
        return ApiGearType(type=""boolean"")
    elif t == ""float"":
        return ApiGearType(type=""float"")
    elif t == ""array"":
        return ApiGearType(type=""array"")
    elif t == ""object"":
        return ApiGearType(type=""object"")
    elif t == ""any"":
        return ApiGearType(type=""any"")
    else:
        return None",20.910125634057792,12.75861073132178,16.20323229526192,30.08849557522124,24.59016393442623
8,python,"def generate_property(node: VSSNode, datatype: str) -> ApiGearProperty | None:
    apigear_type = get_apigear_datatype(datatype)
    data = node.get_vss_data()

    if apigear_type is None:
        log.warning(f""Datatype {datatype} of node {node.name} currently not supported"")
        return None

    property = ApiGearProperty(apigear_type)
    if data.description != """":
        property.description = data.description
    return property","```python
def generate_property(node: VSSNode, datatype: str) -> ApiGearProperty | None:
    if node.type == ""STRUCT_FIELD"":
        return None
    elif node.type == ""STRUCT_MEMBER"":
        return None
    elif node.type == ""ENUM_MEMBER"":
        return None
    elif node.type == ""FIELD"":
        return ApiGearProperty(
            name=node.name,
            datatype=datatype,
            bit_length=node.bit_length,
            is_array=node.is_array,
            is_optional=node.is_optional,
            is_union=node.is_union,
            is_constant=node.is_constant,
            is_volatile=node.is_volatile,
            is_signed=node.is_signed,
            is_little_endian=node.is_little_endian,
            is_big_endian=node.is_big_endian,
            is_signed_integer=node.is_signed_integer,
            is_unsigned_integer=node.is_unsigned_integer,
            is_float=node.is_float,
            is_double=node.is_double,
            is_boolean=node.is_boolean,
            is_string=node.is_string,
            is_byte=node.is_byte,
            is_char=node.is_char,
            is_short=node.is_short,
            is_long=node.is_long,
            is_longlong=node.is_longlong,
            is_uint8=node.is_uint8,
            is_uint16=node.is_uint16,
            is_uint32=node.is_uint32,
            is_uint64=node.is_uint64,
            is_int8=node.is_int8,
            is_int16=node.is_int16,
            is_int32=node.is_int32,
            is_int64=node.is_int64,
            is_uint=node.is_uint,
            is_int=node.is_int,
            is_struct=node.is_struct,
            is_union=node.is_union,
            is_enum=node.is_enum,
            is_bitfield=node.is_bitfield,
            is_function=node.is_function,
            is_constant=node.is_constant,
            is_volatile=node.is_volatile,
            is_static=node.is_static,
            is_extern=node.is_extern,
            is_inline=node.is_inline,
            is_const=node.is_const,
            is_mutable=node.is_mutable,
            is_register=node.is_register,
            is_thread_local=node.is_thread_local,
            is_deprecated=node.is_deprecated,
            is_override=node.is_override,
            is_final=node.is_final,
            is_virtual=node.is_virtual,
            is_pure_virtual=node.is_pure_virtual,
            is_protected=node.is_protected,
            is_private=node.is_private,
            is_friend=node.is_friend,
            is_friend_class=node.is_friend_","```python
def generate_property(node: VSSNode, datatype: str) -> ApiGearProperty | None:
    if node.type == ""STRUCT_FIELD"":
        return None
    elif node.type == ""STRUCT_MEMBER"":
        return None
    elif node.type == ""ENUM_MEMBER"":
        return None
    elif node.type == ""FIELD"":
        return ApiGearProperty(
            name=node.name,
            datatype=datatype,
            bit_length=node.bit_length,
            is_array=node.is_array,
            is_optional=node.is_optional,
            is_union=node.is_union,
            is_constant=node.is_constant,
            is_volatile=node.is_volatile,
            is_signed=node.is_signed,
            is_little_endian=node.is_little_endian,
            is_big_endian=node.is_big_endian,
            is_signed_integer=node.is_signed_integer,
            is_unsigned_integer=node.is_unsigned_integer,
            is_float=node.is_float,
            is_double=node.is_double,
            is_boolean=node.is_boolean,
            is_string=node.is_string,
            is_byte=node.is_byte,
            is_char=node.is_char,
            is_short=node.is_short,
            is_long=node.is_long,
            is_longlong=node.is_longlong,
            is_uint8=node.is_uint8,
            is_uint16=node.is_uint16,
            is_uint32=node.is_uint32,
            is_uint64=node.is_uint64,
            is_int8=node.is_int8,
            is_int16=node.is_int16,
            is_int32=node.is_int32,
            is_int64=node.is_int64,
            is_uint=node.is_uint,
            is_int=node.is_int,
            is_struct=node.is_struct,
            is_union=node.is_union,
            is_enum=node.is_enum,
            is_bitfield=node.is_bitfield,
            is_function=node.is_function,
            is_constant=node.is_constant,
            is_volatile=node.is_volatile,
            is_static=node.is_static,
            is_extern=node.is_extern,
            is_inline=node.is_inline,
            is_const=node.is_const,
            is_mutable=node.is_mutable,
            is_register=node.is_register,
            is_thread_local=node.is_thread_local,
            is_deprecated=node.is_deprecated,
            is_override=node.is_override,
            is_final=node.is_final,
            is_virtual=node.is_virtual,
            is_pure_virtual=node.is_pure_virtual,
            is_protected=node.is_protected,
            is_private=node.is_private,
            is_friend=node.is_friend,
            is_friend_class=node.is_friend_",32.76842675487549,9.569432697778309,23.17094098839031,33.33333333333333,65.0
10,python,"def load_vspec(include_dirs: list[Path], specs: list[Path], identifier: str | None = None) -> VSpec:
    spec = None
    vspecs: list[VSpec] = []
    for s in specs:
        includes = [s.parent] + include_dirs
        vspecs.extend(get_vspecs(includes, s))
    pre = ""VSpecs""
    if identifier:
        pre += f"" ({identifier})""
    log.info(f""{pre} loaded, amount={len(vspecs)}"")
    for vspec in vspecs:
        log.debug(vspec)
        if spec is None:
            spec = vspec
        else:
            spec.update(vspec)
    if not spec:
        msg = f""Weird behavior. Could not load any spec: {specs}""
        log.error(msg)
        raise SpecException(msg)
    return spec","from pathlib import Path
from typing import List, Optional

from vspec.vspec import VSpec
from vspec.vspec_parser import VSpecParser


def load_vspec(include_dirs: List[Path], specs: List[Path], identifier: Optional[str] = None) -> VSpec:
    """"""Loads and merges multiple VSpec files from specified paths into a single VSpec object""""""
    vspec = VSpec()
    for spec in specs:
        vspec.add_spec(VSpecParser.parse_file(spec, include_dirs, identifier))
    return vspec","from pathlib import Path
from typing import List, Optional

from vspec.vspec import VSpec
from vspec.vspec_parser import VSpecParser


def load_vspec(include_dirs: List[Path], specs: List[Path], identifier: Optional[str] = None) -> VSpec:
    """"""Loads and merges multiple VSpec files from specified paths into a single VSpec object""""""
    vspec = VSpec()
    for spec in specs:
        vspec.add_spec(VSpecParser.parse_file(spec, include_dirs, identifier))
    return vspec",17.222384683960186,4.592793400981667,4.968579960182062,24.444444444444443,34.883720930232556
11,python,"def deep_update(base: dict[str, Any], update: dict[str, Any]) -> None:
    for key, value in update.items():
        if isinstance(value, dict):
            if key in base and isinstance(base[key], dict):
                deep_update(base[key], value)
            else:
                base[key] = value
        else:
            base[key] = value","from typing import Any

def deep_update(base: dict[str, Any], update: dict[str, Any]) -> None:
    for k, v in update.items():
        if isinstance(v, dict):
            base[k] = deep_update(base.get(k, {}), v)
        else:
            base[k] = v","from typing import Any

def deep_update(base: dict[str, Any], update: dict[str, Any]) -> None:
    for k, v in update.items():
        if isinstance(v, dict):
            if k not in base:
                base[k] = v
            else:
                base[k] = deep_update(base[k], v)
        else:
            base[k] = v",49.22226270225758,32.01690490237838,32.58047923998528,66.66666666666666,65.625
12,python,"def check_const_uid_format(cls, v: str | None) -> str | None:
    if v is None:
        return v
    pattern = r""^0x[0-9A-Fa-f]{8}$""
    assert bool(re.match(pattern, v)), f""'{v}' is not a valid 'constUID'""
    return v","def check_const_uid_format(cls, v: str | None) -> str | None:
    if v is None:
        return None
    if not isinstance(v, str):
        return None
    if len(v) != 8:
        return None
    try:
        int(v, 16)
    except ValueError:
        return None
    return v","def check_const_uid_format(cls, v: str | None) -> str | None:
    if v is None:
        return None
    if not isinstance(v, str):
        return None
    if len(v) != 8:
        return None
    try:
        int(v, 16)
    except ValueError:
        return None
    return v",50.55735832975432,40.37469867061998,51.8547346483973,40.0,70.0
13,python,"def get_vss_raw(data: dict[str, Any], fqn: str | None) -> VSSRaw:
    model = VSSRaw(fqn=fqn, **data)
    try:
        model = resolve_vss_raw(model)
    except (ValidationError, ModelException):
        log.debug(f""'{fqn}', incomplete, initialized as '{model.__class__.__name__}'"")
        return model
    return model","def get_vss_raw(data: dict[str, Any], fqn: str | None) -> VSSRaw:
    vss_raw = VSSRaw(data)
    if not vss_raw.resolve(fqn):
        return vss_raw
    return None

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    int n = arr.size();
    int k = 3;

    vector<int> subarray;
    for (int i = 0; i < n - k + 1; i++) {
        subarray.clear();
        for (int j = i; j < i + k; j++) {
            subarray.push_back(arr[j]);
        }
        sort(subarray.begin(), subarray.end());
        cout << ""Subarray: "";
        for (int j = 0; j < subarray.size(); j++) {
            cout << subarray[j] << "" "";
        }
        cout << endl;
    }

    return 0;
}

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    int n = arr.size();
    int k = 3;

    vector<int> subarray;
    for (int i = 0; i < n - k + 1; i++) {
        subarray.clear();
        for (int j = i; j < i + k; j++) {
            subarray.push_back(arr[j]);
        }
        sort(subarray.begin(), subarray.end());
        cout << ""Subarray: "";
        for (int j = 0; j < subarray.size(); j++) {
            cout << subarray[j] << "" "";
        }
        cout << endl;
    }

    return 0;
}

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    int n = arr.size();
    int k = 3;

    vector<int> subarray;
    for (int i = 0; i < n - k + 1; i++) {
        subarray.clear();
        for (int j = i; j < i + k; j++) {
            subarray.push_back(arr[j]);
        }
        sort(subarray.begin(), subarray.end());
        cout << ""Subarray: "";
        for (int j = 0; j < subarray.size(); j++) {
            cout << subarray[j] << "" "";
        }
        cout << endl;
    }

    return 0;
}

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6,","def get_vss_raw(data: dict[str, Any], fqn: str | None) -> VSSRaw:
    vss_raw = VSSRaw(data)
    if not vss_raw.resolve(fqn):
        return vss_raw
    return None

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    int n = arr.size();
    int k = 3;

    vector<int> subarray;
    for (int i = 0; i < n - k + 1; i++) {
        subarray.clear();
        for (int j = i; j < i + k; j++) {
            subarray.push_back(arr[j]);
        }
        sort(subarray.begin(), subarray.end());
        cout << ""Subarray: "";
        for (int j = 0; j < subarray.size(); j++) {
            cout << subarray[j] << "" "";
        }
        cout << endl;
    }

    return 0;
}

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    int n = arr.size();
    int k = 3;

    vector<int> subarray;
    for (int i = 0; i < n - k + 1; i++) {
        subarray.clear();
        for (int j = i; j < i + k; j++) {
            subarray.push_back(arr[j]);
        }
        sort(subarray.begin(), subarray.end());
        cout << ""Subarray: "";
        for (int j = 0; j < subarray.size(); j++) {
            cout << subarray[j] << "" "";
        }
        cout << endl;
    }

    return 0;
}

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10};
    int n = arr.size();
    int k = 3;

    vector<int> subarray;
    for (int i = 0; i < n - k + 1; i++) {
        subarray.clear();
        for (int j = i; j < i + k; j++) {
            subarray.push_back(arr[j]);
        }
        sort(subarray.begin(), subarray.end());
        cout << ""Subarray: "";
        for (int j = 0; j < subarray.size(); j++) {
            cout << subarray[j] << "" "";
        }
        cout << endl;
    }

    return 0;
}

#include <iostream>
#include <vector>
#include <algorithm>

using namespace std;

int main() {
    vector<int> arr = {1, 2, 3, 4, 5, 6, 7, 8,",39.187464613481836,2.8507641709187777,33.06576094967523,47.5,73.33333333333333
