id,language,reference,generated,generated_rci,bleu_score,rouge1,rouge2,rougeL,bertscore_f1
2,python,Validates if a value conforms to a datatype specified by a string,Checks if a value is of a specified datatype.,Validates if a value conforms to a specified datatype.,55.7043881530108,85.71428571428571,63.1578947368421,76.1904761904762,91.32505655288696
3,python,Checks if a value or list of values is a valid integer for a specified bit-width and signedness.,Checks if a value or list of values are within the range of a signed or unsigned integer of a specified bit width.,Checks if a value or list of values are within the range of a signed or unsigned integer of a specified bit width.,33.25778988272398,66.66666666666666,50.0,66.66666666666666,87.03191876411438
4,python,Looks up a type definition tuple by its string name from a list of types,"Returns a tuple containing the type, conversion function, and validation rules for a given datatype if it exists within the class's defined types.","Returns a tuple containing the type, conversion function, and validation rules for a given datatype if it exists within the class's defined types, or None otherwise.",1.8564670505078418,23.809523809523807,0.0,19.047619047619047,63.78580331802368
5,python,Finds all datatypes within the current namespace and any parent namespaces of a given FQN,Returns a dictionary of namespaced datatypes matching a given fully qualified name.,"Returns a dictionary of namespaced datatypes matching a given fully qualified name, if any exist.",5.751391809950023,33.33333333333333,7.142857142857142,20.000000000000004,65.23173451423645
7,python,Converts a string-based data type definition into an ApiGearType object,"Converts a string representation of a data type to an ApiGearType object, handling basic types and arrays.","Converts a string representation of a data type to an ApiGearType object, handling basic types and arrays.",11.076007888812258,57.14285714285714,38.46153846153847,57.14285714285714,82.29517936706543
8,python,Generates an ApiGear property from a VSS (Vehicle Signal Specification) node,Creates an ApiGearProperty object from a VSSNode and a specified datatype.,"Creates an ApiGearProperty object from a VSSNode and a specified datatype, handling unsupported datatypes.",5.412989186545265,23.999999999999996,8.695652173913043,23.999999999999996,68.73206496238708
10,python,Loads and merges multiple VSpec files from specified paths into a single VSpec object,"Loads and merges VSpec objects from specified files and directories, logging the process and raising an exception if no specs are found.","Loads and merges VSpec objects from specified files and directories, logging the process and raising an exception if no specs are found.",8.010360497032464,38.88888888888889,17.647058823529413,33.33333333333333,73.72221350669861
11,python,"Recursively updates a dictionary with values from another, merging nested dictionaries","Recursively updates a dictionary with another dictionary, merging nested dictionaries.","Recursively updates a dictionary with another dictionary, merging nested dictionaries.",54.52469119630863,85.71428571428572,63.1578947368421,85.71428571428572,90.10640382766724
12,python,Validates a constant unique identifier (constUID) is a 32-bit hexadecimal string,"Validates if a given string is a valid hexadecimal constant UID (e.g., 0x12345678).","Validates if a given string is a valid hexadecimal constant UID (e.g., 0x12345678).",5.577144216540393,53.84615384615385,8.333333333333334,38.46153846153846,64.01749849319458
13,python,"Initializes and attempts to resolve a VSS raw model, returning the unresolved model on failure","Creates and resolves a VSSRaw object from a dictionary, handling potential validation or model errors.","Creates and resolves a VSSRaw object from a dictionary, returning it even if validation or model errors occur.",4.814971807094068,24.24242424242424,0.0,24.24242424242424,74.4696855545044
14,python,Validates that a list of strings are all known datatypes,Validates that a list of datatypes are all valid datatypes.,Checks if a list of datatypes are all valid.,20.556680845025987,63.1578947368421,35.294117647058826,52.63157894736842,75.85874795913696
15,python,"Renders a VSS tree into a string, displaying specified attributes for each node",Generates a string representation of a VSSNode tree with specified attributes.,"Generates a formatted string representation of a VSSNode tree, including specified attributes.",7.768562846380176,48.00000000000001,8.695652173913043,32.0,81.2249481678009
16,python,Finds the root of a VSS instance by recursively traversing up the parent hierarchy,Recursively finds the root node of an instance branch in a VSS tree.,"Recursively finds the root node of an instance branch in a VSS tree, raising an exception if no such root exists.",5.154337627145953,45.71428571428571,18.181818181818183,34.285714285714285,70.75850367546082
17,python,Counts the depth of a chain of instance branches,Recursively counts the depth of instance children within a VSSDataBranch.,Recursively counts the depth of instance children within a VSSDataBranch.,17.542198478193427,63.1578947368421,47.05882352941176,52.63157894736842,70.86728811264038
18,python,Finds all child node IDs that belong to a specific parent name,Finds the IDs of all nodes whose expected parent is a given name.,Returns a list of node IDs whose expected parent is the specified name.,7.141816289329644,40.0,8.695652173913043,32.0,74.98035430908203
19,python,"Gets an attribute, returning a default value if the attribute is missing or its value is None","Safely retrieves an attribute from an object, returning a default value if the attribute is missing.","Safely retrieves an attribute from an object, returning a default value if the attribute is missing or None.",55.56957157837259,74.28571428571428,60.60606060606061,74.28571428571428,87.81861662864685
20,python,Generates a Protobuf schema from a Vehicle Signal Specification (VSS) tree,Generates a protobuf definition from a VSS signal tree.,"Generates a protobuf definition from a VSS signal tree, including optional fields and static UIDs.",7.158561577277536,61.53846153846153,25.0,53.846153846153854,76.22207403182983
21,python,Groups all leaf VSS branch instances by the fully qualified name of their original branch definition,Collects the names of all instances that are direct children of an instance root node.,Collects the names of all instances that are direct children of an instance root node.,3.4585921141027365,25.80645161290323,0.0,19.35483870967742,65.51122069358826
22,python,Determines if a VSS node is a leaf based on its data type,Checks if a VSSNode is a leaf node containing a VSSDataDatatype.,Checks if a VSSNode is a leaf node containing a VSSDataDatatype.,15.263892908971707,49.999999999999986,27.27272727272727,41.666666666666664,74.96594786643982
23,python,Checks if a VSS node is a branch that is not an instance,Checks if a VSSNode represents a branch with a non-instance data type.,Checks if a VSSNode represents a branch with a non-instance data type.,14.458924666162856,46.15384615384615,25.0,46.15384615384615,82.66677856445312
24,python,Checks if a VSS node represents a branch instance,Checks if a VSSNode represents an instance of a VSSDataBranch.,Checks if a VSSNode's data is an instance of a VSSDataBranch.,14.323145079400492,47.61904761904762,21.05263157894737,38.0952380952381,77.68611311912537
25,python,FNV-1 32-bit hashing algorithm for a byte sequence,Calculates a 32-bit FNV-1a hash value for a given byte string.,Calculates a 32-bit FNV-1a hash value for a given byte string.,13.912311644176565,52.17391304347826,19.04761904761905,43.47826086956522,79.0833592414856
28,java,Inflates a card fragment's layout and initializes its view components,Inflates a layout for a card-like view and finds its title and icon elements.,Inflates a layout for a card-like view and retrieves its title and icon elements.,6.917184228205474,53.846153846153854,16.666666666666664,38.46153846153846,79.04477715492249
29,java,"Sets a button's icon and click listener to make it visible, or hides it if no content is provided",Updates the visibility and content of an ImageButton based on a DescriptiveTextWithControlsView.,Updates an ImageButton's visibility and content based on a DescriptiveTextWithControlsView.,2.1763171075118732,25.806451612903224,0.0,19.354838709677416,64.1280472278595
30,java,Lazily inflates and initializes a descriptive text layout view on first access,Retrieves or inflates a layout view for displaying descriptive text only.,"Retrieves or inflates a layout view for displaying descriptive text only, caching it for reuse.",7.158561577277536,44.44444444444445,16.0,29.629629629629626,69.02160048484802
31,java,Updates and displays a card header view with a new title and icon,Updates the header view of a card with the provided card title and icon.,Updates the card header view with the provided title and icon.,29.167552921712726,66.66666666666667,45.45454545454545,66.66666666666667,85.19694805145264
32,java,Lazily inflates and returns a text block layout view from a ViewStub,"Retrieves a text block layout view, inflating it if it doesn't already exist.",Retrieves or inflates a text block layout view.,33.47189874003769,60.0,44.44444444444444,60.0,75.8969783782959
33,java,Gets the media browser service component from a given package,Retrieves the default media browser service component name for a given package.,Retrieves the default media browser service component name for a given package.,28.917849332325716,72.72727272727272,50.0,72.72727272727272,85.02810597419739
34,java,Determines if an app component should be launchable by filtering against a hide list and de-duplicating media services,"Determines if a component should be added to the launchables list based on package name, app type, and custom media component settings.","Determines if a component should be added to the launchables list based on package name, app type, and custom media component settings.",8.383924775392588,48.78048780487805,15.384615384615383,39.02439024390244,76.65994763374329
35,java,Sets the media source and finishes the current activity,Sets the media source to browse mode and finishes the activity if it is one.,"Sets the media source to browse mode and finishes the activity if it is one, handling car connection errors.",17.00107809840423,57.14285714285714,38.46153846153846,57.14285714285714,73.6708402633667
